school_name,school_uuid,reports_index,class_of,report_url,downloaded_on
INDIANA - BLOOMINGTON,51,,2013,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2013.pdf,2017-09-11
INDIANA - BLOOMINGTON,51,,2012,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2012.pdf,2017-09-11
INDIANA - BLOOMINGTON,51,,2011,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2011.pdf,2017-09-11
INDIANA - BLOOMINGTON,51,,2010,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2010.pdf,2017-09-11
INDIANA UNIVERSITY - INDIANAPOLIS,52,,2016,https://mckinneylaw.iu.edu/careers/_docs/employment-summary-2016_ABA.pdf,2017-09-11
INDIANA UNIVERSITY - INDIANAPOLIS,52,,2015,https://mckinneylaw.iu.edu/careers/_docs/employment-summary-2015_ABA.pdf,2017-09-11
INDIANA UNIVERSITY - INDIANAPOLIS,52,,2014,https://mckinneylaw.iu.edu/careers/_docs/employment-summary-2014_ABA.pdf,2017-09-11
INDIANA UNIVERSITY - INDIANAPOLIS,52,,2013,N/A,N/A
INDIANA UNIVERSITY - INDIANAPOLIS,52,,2012,N/A,N/A
INDIANA UNIVERSITY - INDIANAPOLIS,52,,2011,N/A,N/A
INDIANA UNIVERSITY - INDIANAPOLIS,52,,2010,N/A,N/A
INTER-AMERICAN,134,,2016,N/A,N/A
INTER-AMERICAN,134,,2015,N/A,N/A
INTER-AMERICAN,134,,2014,N/A,N/A
INTER-AMERICAN,134,,2013,N/A,N/A
INTER-AMERICAN,134,,2012,N/A,N/A
INTER-AMERICAN,134,,2011,N/A,N/A
INTER-AMERICAN,134,,2010,N/A,N/A
IOWA,56,,2016,https://law.uiowa.edu/sites/law.uiowa.edu/files/wysiwyg_uploads/employmentquestionnairesummary-4-6-17.pdf,2017-09-11
IOWA,56,,2015,https://law.uiowa.edu/sites/law.uiowa.edu/files/wysiwyg_uploads/ABA%202016_Employment_Questionnaire_Summary_Page.pdf,2017-09-11
IOWA,56,,2014,https://law.uiowa.edu/sites/law.uiowa.edu/files/wysiwyg_uploads/EmploymentQuestionnaireSummary%204-14-15.pdf,2017-09-11
IOWA,56,,2013,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2013.pdf,2017-09-11
IOWA,56,,2012,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2012.pdf,2017-09-11
IOWA,56,,2011,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2011.pdf,2017-09-11
IOWA,56,,2010,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2010.pdf,2017-09-11
IOWA,56,,2009,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2009.pdf,2017-09-11
KANSAS,57,,2016,http://law.ku.edu/sites/law.ku.edu/files/docs/standard_509/aba-employment-summary-2016-update.pdf,
KANSAS,57,,2015,http://law.ku.edu/sites/law.ku.edu/files/docs/standard_509/aba-employment-summary-2015-update.pdf,
KANSAS,57,,2014,http://law.ku.edu/sites/law.ku.edu/files/docs/standard_509/aba-employment-summary-2014-update.pdf,
KANSAS,57,,2013,http://law.ku.edu/sites/law.ku.edu/files/docs/career_services/aba-employment-summary-2013.pdf,
KANSAS,57,,2012,http://law.ku.edu/sites/law.ku.edu/files/docs/career_services/aba-employment-summary-2012-update.pdf,
KANSAS,57,,2011,http://law.ku.edu/sites/law.drupal.ku.edu/files/docs/career_services/aba-employment-summary-class-of-2011.pdf,
KANSAS,57,,2010,N/A,
KENTUCKY,60,,2016,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/ABA%20Employment%20Questionnaire%20Summary%20%28to%20post%29%20-%202017%20%28For%20class%20of%202016%29.pdf,
KENTUCKY,60,,2015,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2015EmploymentSummary.pdf,
KENTUCKY,60,,2014,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2014EmploymentSummary.pdf,
KENTUCKY,60,,2013,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2013EmploymentSummary.pdf,
KENTUCKY,60,,2012,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2012EmploymentSummary.pdf,
KENTUCKY,60,,2011,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2011EmploymentSummary.pdf,
KENTUCKY,60,,2010,N/A,
LA VERNE,198,,2016,http://law.laverne.edu/wp-content/uploads/2011/06/Employment-Summary-Class-of-2016-1.pdf?a76488,
LA VERNE,198,,2015,http://law.laverne.edu/wp-content/uploads/2011/06/EMPLOYMENT-SUMMARY-CLASS-OF-2015.pdf?a76488,
LA VERNE,198,,2014,http://law.laverne.edu/wp-content/uploads/2011/06/EmploymentSummary2014.pdf?a76488,
LA VERNE,198,,2013,http://law.laverne.edu/wp-content/uploads/2011/06/La-Verne-Law-Employment-Statistics-for-the-Class-of-2013-for-the-ABA.pdf?a76488,
LA VERNE,198,,2012,N/A,
LA VERNE,198,,2011,N/A,
LA VERNE,198,,2010,N/A,
LEWIS AND CLARK,126,,2016,http://law.lclark.edu/live/files/23890-aba-employment-summary-class-of-2016,
LEWIS AND CLARK,126,,2015,http://law.lclark.edu/live/files/21608-aba-employment-summary-class-of-2015pdf,
LEWIS AND CLARK,126,,2014,http://law.lclark.edu/live/files/19196-class-of-2014-aba-employment-survey-summary,
LEWIS AND CLARK,126,,2013,http://law.lclark.edu/live/files/16614-aba-employment-summary-class-of-2013,
LEWIS AND CLARK,126,,2012,http://law.lclark.edu/live/files/10885-aba-placement-summary-2012-scanpdf,
LEWIS AND CLARK,126,,2011,N/A,
LEWIS AND CLARK,126,,2010,N/A,
LIBERTY,199,N/A,2016,N/A,
LIBERTY,199,N/A,2015,N/A,
LIBERTY,199,N/A,2014,N/A,
LIBERTY,199,N/A,2013,N/A,
LIBERTY,199,N/A,2012,N/A,
LIBERTY,199,N/A,2011,N/A,
LIBERTY,199,N/A,2010,N/A,
LINCOLN MEMORIAL,215,,2016,https://www.lmunet.edu/public/uploads/law/EmploymentSummary-2017.pdf,
LINCOLN MEMORIAL,215,,2015,https://www.lmunet.edu/uploads/law/2013/03/Employment-Questionnaire-Summary-2015-215-4573-04-08-2016-11-29-08.pdf,
LINCOLN MEMORIAL,215,,2014,https://www.lmunet.edu/uploads/law/2013/03/Employment-Data-2014-Graduates-FINAL-4-29-15.pdf,
LINCOLN MEMORIAL,215,,2013,N/A,
LINCOLN MEMORIAL,215,,2012,N/A,
LINCOLN MEMORIAL,215,,2011,N/A,
LINCOLN MEMORIAL,215,,2010,N/A,
LOUISIANA STATE,62,,2016,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2017.pdf,
LOUISIANA STATE,62,,2015,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2016.pdf,
LOUISIANA STATE,62,,2014,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2015.pdf,
LOUISIANA STATE,62,,2013,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2014.pdf,
LOUISIANA STATE,62,,2012,https://www.law.lsu.edu/disclosures/files/2013/12/ABA-EmploymentSummary-2013.pdf,
LOUISIANA STATE,62,,2011,https://www.law.lsu.edu/disclosures/files/2013/12/ABA-EmploymentSummary-2012.pdf,
LOUISIANA STATE,62,,2010,https://www.law.lsu.edu/disclosures/files/2013/12/ABA-EmploymentSummary-2011.pdf,
LOUISVILLE,61,,2016,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-for-2016-graduates,
LOUISVILLE,61,,2015,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-for-2015-graduates,
LOUISVILLE,61,,2014,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-for-2014-graduates,
LOUISVILLE,61,,2013,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-reports-achive/Employment%20Summary%20for%202013%20Graduates/at_download/file,
LOUISVILLE,61,,2012,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-reports-achive/Employment%20Summary%20for%202012%20Graduates/at_download/file,
LOUISVILLE,61,,2011,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-reports-achive/Employment%20Summary%20for%202011%20Graduates/at_download/file,
LOUISVILLE,61,,2010,N/A,
LOYOLA - CHICAGO,48,,2016,http://www.luc.edu/media/lucedu/law/career/pdfs/2016%20ABA%20EmploymentSummary.pdf,
LOYOLA - CHICAGO,48,,2015,http://www.luc.edu/media/lucedu/law/career/pdfs/2015_ABA.pdf,
LOYOLA - CHICAGO,48,,2014,http://www.luc.edu/media/lucedu/law/career/pdfs/2014_ABA.pdf,
LOYOLA - CHICAGO,48,,2013,http://www.luc.edu/media/lucedu/law/career/pdfs/ABA%20Update%206_10.pdf,
LOYOLA - CHICAGO,48,,2012,http://www.luc.edu/media/lucedu/law/career/pdfs/2012.pdf,
LOYOLA - CHICAGO,48,,2011,http://www.luc.edu/media/lucedu/law/career/pdfs/2011.pdf,
LOYOLA - CHICAGO,48,,2010,http://www.luc.edu/media/lucedu/law/career/pdfs/2010.pdf,
LOYOLA - LOS ANGELES,10,,2016,http://www.lls.edu/media/loyolalawschool/careerdevelopmentoffice/resources/ABA_Class_of_2016_Employment_Summary.pdf,
LOYOLA - LOS ANGELES,10,,2015,http://www.lls.edu/media/loyolalawschool/careerdevelopmentoffice/resources/ABA_Class_of_2015_Employment_Summary.pdf,
LOYOLA - LOS ANGELES,10,,2014,http://www.lls.edu/media/loyolalawschool/careerdevelopmentoffice/resources/ABA_Class_of_2014_Employment_Summary.pdf,
LOYOLA - LOS ANGELES,10,,2013,http://www.lls.edu/media/loyolalawschool/careerdevelopmentoffice/resources/ABA_Class_of_2013_Employment_Summary.pdf,
LOYOLA - LOS ANGELES,10,,2012,http://www.lls.edu/media/loyolalawschool/careerdevelopmentoffice/resources/ABA_Class_of_2012_Employment_Summary.pdf,
LOYOLA - LOS ANGELES,10,,2011,http://www.lls.edu/media/loyolalawschool/careerdevelopmentoffice/resources/ABA_Class_of_2011_Employment_Summary.pdf,
LOYOLA - LOS ANGELES,10,,2010,N/A,
LOYOLA - NEW ORLEANS,64,,2016,http://law.loyno.edu/sites/law.loyno.edu/files/file_attach/2017%20ABAReport%20for2016Grads.pdf,
LOYOLA - NEW ORLEANS,64,,2015,http://www.loyno.edu/lawcareers/sites/loyno.edu.lawcareers/files/Employment%20Summary%20For%202015%20Graduates.pdf,
LOYOLA - NEW ORLEANS,64,,2014,http://law.loyno.edu/sites/law.loyno.edu/files/2014%20Official%20ABA%20Employment%20Report_0.pdf,
LOYOLA - NEW ORLEANS,64,,2013,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2014.pdf,
LOYOLA - NEW ORLEANS,64,,2012,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2013.pdf,
LOYOLA - NEW ORLEANS,64,,2011,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2012.pdf,
LOYOLA - NEW ORLEANS,64,,2010,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2011.pdf,
MAINE,66,http://mainelaw.maine.edu/aba-required-disclosures/,2016,https://mainelaw.maine.edu/career-services/wp-content/uploads/sites/6/ABA-Employ-Summary-Reports-2016-2015-2014.pdf,2017-09-09
MAINE,66,http://mainelaw.maine.edu/aba-required-disclosures/,2015,https://mainelaw.maine.edu/career-services/wp-content/uploads/sites/6/ABA-Employ-Summary-Reports-2016-2015-2014.pdf,2017-09-09
MAINE,66,http://mainelaw.maine.edu/aba-required-disclosures/,2014,https://mainelaw.maine.edu/career-services/wp-content/uploads/sites/6/ABA-Employ-Summary-Reports-2016-2015-2014.pdf,2017-09-09
MAINE,66,http://mainelaw.maine.edu/aba-required-disclosures/,2013,N/A,N/A
MAINE,66,http://mainelaw.maine.edu/aba-required-disclosures/,2012,N/A,N/A
MAINE,66,http://mainelaw.maine.edu/aba-required-disclosures/,2011,N/A,N/A
MAINE,66,http://mainelaw.maine.edu/aba-required-disclosures/,2010,N/A,N/A
MARQUETTE,163,,2016,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2016.pdf,
MARQUETTE,163,,2015,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2015.pdf,
MARQUETTE,163,,2014,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2014.pdf,
MARQUETTE,163,,2013,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2013.pdf,
MARQUETTE,163,,2012,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2012.pdf,
MARQUETTE,163,,2011,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2011.pdf,
MARQUETTE,163,,2010,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2010.pdf,
MARYLAND,68,,2016,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2016.pdf,
MARYLAND,68,,2015,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2015.pdf,
MARYLAND,68,,2014,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2014.pdf,
MARYLAND,68,,2013,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2013.pdf,
MARYLAND,68,,2012,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2012.pdf,
MARYLAND,68,,2011,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2011.pdf,
MARYLAND,68,,2010,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2010.pdf,
MASSACHUSETTS,216,,2016,http://www.umassd.edu/media/umassdartmouth/schooloflaw/admissions/abarequireddisclosures/Employment_Summary_Class_of_2016.pdf,
MASSACHUSETTS,216,,2015,http://www.umassd.edu/media/umassdartmouth/schooloflaw/admissions/abarequireddisclosures/employment_summary_fifteen.pdf,
MASSACHUSETTS,216,,2014,http://www.umassd.edu/media/umassdartmouth/schooloflaw/admissions/abarequireddisclosures/employment_summary_fifteen.pdf,
MASSACHUSETTS,216,,2013,http://www.umassd.edu/media/umassdartmouth/schooloflaw/admissions/abarequireddisclosures/aba_employment_summary_2013.pdf,
MASSACHUSETTS,216,,2012,N/A,
MASSACHUSETTS,216,,2011,N/A,
MASSACHUSETTS,216,,2010,N/A,
MCGEORGE,13,,2016,http://www.mcgeorge.edu/Documents/CDO/2016ClassABASummaryReport.pdf,
MCGEORGE,13,,2015,http://www.mcgeorge.edu/Documents/CDO/2015ClassABASummaryReport.pdf,
MCGEORGE,13,,2014,http://www.mcgeorge.edu/Documents/CDO/2014ClassABASummaryReport.pdf,
MCGEORGE,13,,2013,http://www.mcgeorge.edu/Documents/CDO/2013ClassABASummaryReport.pdf,
MCGEORGE,13,,2012,http://www.mcgeorge.edu/Documents/CDO/2012ClassABASummaryReport.pdf,
MCGEORGE,13,,2011,http://www.mcgeorge.edu/Documents/CDO/2011ClassABASummaryReport.pdf,
MCGEORGE,13,,2010,http://www.mcgeorge.edu/Documents/CDO/2010ClassABASummaryReport.pdf,
MEMPHIS,140,,2016,http://www.memphis.edu/law/documents/classof2016employment.pdf,
MEMPHIS,140,,2015,http://www.memphis.edu/law/documents/aba-employmentquestionnaire-2015.pdf,
MEMPHIS,140,,2014,http://www.memphis.edu/law/documents/aba-04-13-15.pdf,
MEMPHIS,140,,2013,N/A,
MEMPHIS,140,,2012,N/A,
MEMPHIS,140,,2011,N/A,
MEMPHIS,140,,2010,N/A,
MERCER,40,,2016,https://law.mercer.edu/www/mu-law/career/employment/upload/ABA-Final-EmploymentQuestionnaireSummary-Class-2016-4-7-17.pdf,
MERCER,40,,2015,https://law.mercer.edu/www/mu-law/career/employment/upload/ABA-Employment-Summary-for-2015-Graduates-Final-4-7-16.pdf,
MERCER,40,,2014,https://law.mercer.edu/mu-law/career/employment/upload/ABA-EmploymentSummary-2015-Revised-4-28-15.pdf,
MERCER,40,,2013,https://law.mercer.edu/mu-law/career/employment/upload/ABA-Employment-Summary-Class-of-2013.pdf,
MERCER,40,,2012,N/A,
MERCER,40,,2011,N/A,
MERCER,40,,2010,N/A,
MIAMI,33,,2016,http://media.law.miami.edu/career-development-office/pdf/2017/aba-employment-summary-2016.pdf,
MIAMI,33,,2015,http://media.law.miami.edu/employmentdata/pdf/aba-employment-summary-2015.pdf,
MIAMI,33,,2014,http://media.law.miami.edu/employmentdata/pdf/aba-employment-summary-2014.pdf,
MIAMI,33,,2013,http://media.law.miami.edu/employmentdata/pdf/aba-employment-summary-2013.pdf,
MIAMI,33,,2012,http://media.law.miami.edu/employmentdata/pdf/aba-employment-summary-2012.pdf,
MIAMI,33,,2011,http://media.law.miami.edu/employmentdata/pdf/aba-employment-summary-2011.pdf,
MIAMI,33,,2010,http://media.law.miami.edu/employmentdata/pdf/aba-employment-summary-2010.pdf,
MIAMI,33,,2009,http://media.law.miami.edu/employmentdata/pdf/miami-law-class-of-2009-graduate-employment-statistics.pdf,
MICHIGAN,76,,2016,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2016.pdf,
MICHIGAN,76,,2015,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2015.pdf,
MICHIGAN,76,,2014,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2014.pdf,
MICHIGAN,76,,2013,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2013.pdf,
MICHIGAN,76,,2012,https://www.law.umich.edu/careers/classstats/Documents/MichiganLawABASummaryClass2012.pdf,
MICHIGAN,76,,2011,https://www.law.umich.edu/careers/classstats/Documents/MLSABAEmploymentSummary2011Grads.pdf,
MICHIGAN,76,,2010,N/A,
MICHIGAN STATE,77,,2016,https://www.law.msu.edu/careers/ABA_employment_summary_class_of_2016.pdf,
MICHIGAN STATE,77,,2015,https://www.law.msu.edu/careers/ABA_employment_summary_class_of_2015.pdf,
MICHIGAN STATE,77,,2014,https://www.law.msu.edu/careers/ABA%20Employment%20Summary%20Class%20of%202014.pdf,
MICHIGAN STATE,77,,2013,https://www.law.msu.edu/careers/ABA%20Employment%20Summary%20Class%20of%202013.pdf,
MICHIGAN STATE,77,,2012,https://www.law.msu.edu/careers/EmploymentSummaryClassof2012.pdf,
MICHIGAN STATE,77,,2011,https://www.law.msu.edu/careers/ABA%20EmploymentSummary-2012-5.pdf,
MICHIGAN STATE,77,,2010,https://www.law.msu.edu/careers/ABA%20EmploymentSummary-2011-3.pdf,
MINNESOTA,81,,2016,https://www.law.umn.edu/sites/law.umn.edu/files/aba_2016_summary_report.pdf,
MINNESOTA,81,,2015,https://www.law.umn.edu/sites/law.umn.edu/files/aba_employment_summary_for_2015_graduates.pdf,
MINNESOTA,81,,2014,https://www.law.umn.edu/sites/law.umn.edu/files/2014-aba-emplyment-summary.pdf,
MINNESOTA,81,,2013,N/A,
MINNESOTA,81,,2012,N/A,
MINNESOTA,81,,2011,N/A,
MINNESOTA,81,,2010,N/A,
MISSISSIPPI,84,,2016,https://law.olemiss.edu/assets/ABA-Employment-Summary-for-2016-Graduates.pdf,
MISSISSIPPI,84,,2015,https://law.olemiss.edu/assets/ABA-REVISED-Employment-Questionnaire.pdf,
MISSISSIPPI,84,,2014,https://law.olemiss.edu/assets/ABA-EmploymentSummary-Class-of-2014.pdf,
MISSISSIPPI,84,,2013,https://law.olemiss.edu/assets/class-of-2013-for-ABA-disclosures-2.pdf,
MISSISSIPPI,84,,2012,N/A,
MISSISSIPPI,84,,2011,N/A,
MISSISSIPPI,84,,2010,N/A,
MISSISSIPPI COLLEGE,172,,2016,https://law.mc.edu/files/3214/9520/7467/ABA_EmploymentSummary-2016_Graduates.pdf,
MISSISSIPPI COLLEGE,172,,2015,https://law.mc.edu/files/1014/8181/8564/EmploymentQuestionnaireSummary-172-170-12-14-2016_21-07-27.pdf,
MISSISSIPPI COLLEGE,172,,2014,https://law.mc.edu/files/6314/6073/6268/employment-summary-2014.pdf,
MISSISSIPPI COLLEGE,172,,2013,https://law.mc.edu/files/9414/6073/6268/employment-summary-2013.pdf,
MISSISSIPPI COLLEGE,172,,2012,N/A,
MISSISSIPPI COLLEGE,172,,2011,N/A,
MISSISSIPPI COLLEGE,172,,2010,N/A,
MISSOURI,85,,2016,http://law.missouri.edu/careers/files/2017/04/ABA-Employment-Questionnaire-Summary-prelim.pdf,
MISSOURI,85,,2015,https://missouri.box.com/shared/static/aiey7wr04nf6vm39njpx1ipwd8oaah4w.pdf,
MISSOURI,85,,2014,https://missouri.box.com/shared/static/zwg02bqx6oqvyzc81gjli0jhjbhu83wm.pdf,
MISSOURI,85,,2013,https://missouri.box.com/shared/static/do0phw01tca1kry7ymu29qssobntj4b3.pdf,
MISSOURI,85,,2012,https://missouri.box.com/shared/static/d6mr491ck3kc5rv978a6ibjccs9z4otb.pdf,
MISSOURI,85,,2011,https://missouri.box.com/shared/static/alc30nyahkp9vnzzwb2a6yarcoem14o8.pdf,
MISSOURI,85,,2010,N/A,
MISSOURI - KANSAS CITY,86,N/A - Broken,2016,N/A,
MISSOURI - KANSAS CITY,86,N/A - Broken,2015,N/A,
MISSOURI - KANSAS CITY,86,N/A - Broken,2014,N/A,
MISSOURI - KANSAS CITY,86,N/A - Broken,2013,N/A,
MISSOURI - KANSAS CITY,86,N/A - Broken,2012,N/A,
MISSOURI - KANSAS CITY,86,N/A - Broken,2011,N/A,
MISSOURI - KANSAS CITY,86,N/A - Broken,2010,N/A,
MITCHELL|HAMLINE,226,,2016,http://mitchellhamline.edu/careers/wp-content/uploads/sites/10/2015/09/EmploymentQuestionnaireSummary-2016-Graduates.pdf,
MITCHELL|HAMLINE,226,,2015,http://mitchellhamline.edu/careers/wp-content/uploads/sites/10/2015/09/MHSL-2015-ABA.pdf,
MITCHELL|HAMLINE,226,,2014,N/A,
MITCHELL|HAMLINE,226,,2013,N/A,
MITCHELL|HAMLINE,226,,2012,N/A,
MITCHELL|HAMLINE,226,,2011,N/A,
MITCHELL|HAMLINE,226,,2010,N/A,
MONTANA,89,,2016,https://www.umt.edu/law/files/career-services/class-of-2016-employment-report.pdf,
MONTANA,89,,2015,https://www.umt.edu/law/files/career-services/class-of-2015-employment-report.pdf,
MONTANA,89,,2014,https://www.umt.edu/law/files/career-services/class-of-2014-employment-report.pdf,
MONTANA,89,,2013,https://www.umt.edu/law/files/career-services/class-of-2013-employment-report.pdf,
MONTANA,89,,2012,https://www.umt.edu/law/files/career-services/class-of-2012-employment-report.pdf,
MONTANA,89,,2011,https://www.umt.edu/law/files/career-services/class-of-2011-employment-report.pdf,
MONTANA,89,,2010,N/A,
NEBRASKA,90,,2016,http://law.unl.edu/ABA-Employment-Summary-2016.pdf,
NEBRASKA,90,,2015,http://law.unl.edu/documents/ABAEmploymentSummary2015.pdf,
NEBRASKA,90,,2014,http://law.unl.edu/documents/ABAEmploymentStats.pdf,
NEBRASKA,90,,2013,http://law.unl.edu/documents/career_services/aba_employment_summary2013.pdf,
NEBRASKA,90,,2012,http://law.unl.edu/documents/career_services/aba_employment_summary2012.pdf,
NEBRASKA,90,,2011,http://law.unl.edu/documents/career_services/aba_employment_summary_class_of_2011.pdf,
NEBRASKA,90,,2010,N/A,
NEVADA,190,,2016,https://law.unlv.edu/sites/default/files/2016%20ABA%20Employment%20Summary-May-2017.pdf,
NEVADA,190,,2015,https://law.unlv.edu/sites/default/files/2015%20ABA%20Report%20Summary%20Final%20%28Updated%20as%20of%208.2.16%29-1.pdf,
NEVADA,190,,2014,https://law.unlv.edu/sites/default/files/employmentquestionnairesummary-190-2960-04-07-2015_17-57-14.pdf,
NEVADA,190,,2013,https://law.unlv.edu/sites/default/files/class_of_2013_employment_summary.pdf,
NEVADA,190,,2012,https://law.unlv.edu/sites/default/files/EmploymentSummary-2013.pdf,
NEVADA,190,,2011,https://law.unlv.edu/sites/default/files/PlacementProfileSummaryABA2010.pdf,
NEVADA,190,,2010,N/A,
NEW ENGLAND LAW | BOSTON,70,,2016,https://www.nesl.edu/docs/default-source/Career-Services/aba-class-of-2016-employment-summary-fx.pdf?sfvrsn=2,
NEW ENGLAND LAW | BOSTON,70,,2015,https://www.nesl.edu/docs/default-source/Career-Services/employmentsummary-for-class-of-2015_updated-fx.pdf?sfvrsn=2,
NEW ENGLAND LAW | BOSTON,70,,2014,https://www.nesl.edu/docs/default-source/Career-Services/employment-summary-2014-fx.pdf?sfvrsn=2,
NEW ENGLAND LAW | BOSTON,70,,2013,N/A,
NEW ENGLAND LAW | BOSTON,70,,2012,N/A,
NEW ENGLAND LAW | BOSTON,70,,2011,N/A,
NEW ENGLAND LAW | BOSTON,70,,2010,N/A,
NEW HAMPSHIRE,92,,2016,https://law.unh.edu/sites/default/files/media/employmentquestionnairesummary-2016.pdf,
NEW HAMPSHIRE,92,,2015,https://law.unh.edu/sites/default/files/media/employment_outcomes_from_aba_-_06-10-2016_15-05-08.pdf,
NEW HAMPSHIRE,92,,2014,https://law.unh.edu/sites/default/files/media/pdf/aba_employment_summary_for_2014_grads.pdf,
NEW HAMPSHIRE,92,,2013,https://law.unh.edu/sites/default/files/media/pdf/aba_employment_summary_for_2013_grads.pdf,
NEW HAMPSHIRE,92,,2012,N/A,
NEW HAMPSHIRE,92,,2011,N/A,
NEW HAMPSHIRE,92,,2010,N/A,
NEW MEXICO,96,,2016,http://lawschool.unm.edu/careers/common/docs/employment-summary-2016-grads.pdf,
NEW MEXICO,96,,2015,http://lawschool.unm.edu/careers/common/docs/employment-summary-2015-grads.pdf,
NEW MEXICO,96,,2014,http://lawschool.unm.edu/careers/common/docs/employment-summary-2014-grads.pdf,
NEW MEXICO,96,,2013,http://lawschool.unm.edu/careers/common/docs/employment-summary-2013-grads.pdf,
NEW MEXICO,96,,2012,N/A,
NEW MEXICO,96,,2011,N/A,
NEW MEXICO,96,,2010,N/A,
NEW YORK LAW SCHOOL,104,,2016,http://www.nyls.edu/about_the_school/wp-content/uploads/sites/145/2013/07/Class-of-2016-Employment-Statistics.pdf,
NEW YORK LAW SCHOOL,104,,2015,http://www.nyls.edu/news-and-events/wp-content/uploads/sites/163/2016/11/EmploymentQuestionnaireSummary-2015-Graduates.pdf,
NEW YORK LAW SCHOOL,104,,2014,http://www.nyls.edu/about_the_school/wp-content/uploads/sites/145/2015/04/EmploymentQuestionnaireSummary-2014-Grads.pdf,
NEW YORK LAW SCHOOL,104,,2013,N/A,
NEW YORK LAW SCHOOL,104,,2012,N/A,
NEW YORK LAW SCHOOL,104,,2011,N/A,
NEW YORK LAW SCHOOL,104,,2010,N/A,
NEW YORK UNIVERSITY,105,,2016,http://www.law.nyu.edu/sites/default/files/upload_documents/ABA%20Employment%20Summary-Class%20of%202016.pdf,
NEW YORK UNIVERSITY,105,,2015,http://www.law.nyu.edu/sites/default/files/NYULaw-ABA-Report-Employment-Summary-2015-Graduates.pdf,
NEW YORK UNIVERSITY,105,,2014,http://www.law.nyu.edu/sites/default/files/NYULawABAReportEmploymentSummary2014Graduates.pdf,
NEW YORK UNIVERSITY,105,,2013,N/A,
NEW YORK UNIVERSITY,105,,2012,N/A,
NEW YORK UNIVERSITY,105,,2011,N/A,
NEW YORK UNIVERSITY,105,,2010,N/A,
NORTH CAROLINA,108,,2016,http://www.law.unc.edu/documents/career/employmentdata/abareport2016v2.pdf,
NORTH CAROLINA,108,,2015,http://www.law.unc.edu/documents/career/employmentdata/abareport2015.pdf,
NORTH CAROLINA,108,,2014,http://www.law.unc.edu/documents/career/employmentdata/abareport2014.pdf,
NORTH CAROLINA,108,,2013,http://www.law.unc.edu/documents/career/employmentdata/abareport2013.pdf,
NORTH CAROLINA,108,,2012,N/A,
